ISSN	REVISTA	QUALIS	AREA	OBS
0065-2598	Advances in Experimental Medicine and Biology	C	ASTRONOMIA / FÍSICA	Atualizada em 2012
0094-243X	AIP Conference Proceedings	C	ASTRONOMIA / FÍSICA	Atualizada em 2012
1551-7616	AIP Conference Proceedings (Online)	C	ASTRONOMIA / FÍSICA	Atualizada em 2012
0717-4055	ALASBIMN Journal	C	ASTRONOMIA / FÍSICA	Atualizada em 2012
0894-8275	American Journal of Dentistry	C	ASTRONOMIA / FÍSICA	Atualizada em 2012
0003-0503	American Physical Society. Bulletin	C	ASTRONOMIA / FÍSICA	Atualizada em 2012
0365-0596	Anais Brasileiros de Dermatologia (Impresso)	C	ASTRONOMIA / FÍSICA	Atualizada em 2012
0365-0375	Anales de la Asociación Química Argentina	C	ASTRONOMIA / FÍSICA	Atualizada em 2012
1873-4324	Analytica Chimica Acta (Online)	C	ASTRONOMIA / FÍSICA	Atualizada em 2012
1778-7017	Annales de l'Institut Henri Poincaré. B, Probabilités et Statistiques	C	ASTRONOMIA / FÍSICA	Atualizada em 2012
1947-5454	Annual Review of Condensed Matter Physics	C	ASTRONOMIA / FÍSICA	Atualizada em 2012
0101-9759	Anuário do Instituto de Geociências (UFRJ. Impresso)	C	ASTRONOMIA / FÍSICA	Atualizada em 2012
1980-5578	Applied Cancer Research (Online)	C	ASTRONOMIA / FÍSICA	Atualizada em 2012
1687-1200	Applied Mathematics Research Express (Print)	C	ASTRONOMIA / FÍSICA	Atualizada em 2012
1432-0630	Applied Physics. A, Materials Science & Processing (Internet)	C	ASTRONOMIA / FÍSICA	Atualizada em 2012
0004-2749	Arquivos Brasileiros de Oftalmologia (Impresso)	C	ASTRONOMIA / FÍSICA	Atualizada em 2012
1539-1515	Astronomy Education Review	C	ASTRONOMIA / FÍSICA	Atualizada em 2012
1538-4357	Astrophysical Journal (Online)	C	ASTRONOMIA / FÍSICA	Atualizada em 2012
0888-6512	Astrophysical Letters & Communications	C	ASTRONOMIA / FÍSICA	Atualizada em 2012
1680-7375	Atmospheric Chemistry and Physics Discussion (Online)	C	ASTRONOMIA / FÍSICA	Atualizada em 2012
1680-7367	Atmospheric Chemistry and Physics Discussion (Print)	C	ASTRONOMIA / FÍSICA	Atualizada em 2012
1741-640X	Atoms for Peace: an International Journal (AFP)	C	ASTRONOMIA / FÍSICA	Atualizada em 2012
1806-8340	Avisa Lá (Centro de Estudos e Informações Crecheplan)	C	ASTRONOMIA / FÍSICA	Atualizada em 2012
1392-0049	Baltic Astronomy	C	ASTRONOMIA / FÍSICA	Atualizada em 2012
1555-5542	Biological Theory: integrating development, evolution & cognition	C	ASTRONOMIA / FÍSICA	Atualizada em 2012
1475-925X	Biomedical Engineering Online (Online)	C	ASTRONOMIA / FÍSICA	Atualizada em 2012
2156-7085	Biomedical Optics Express	C	ASTRONOMIA / FÍSICA	Atualizada em 2012
1756-2392	Bioscience Hypotheses	C	ASTRONOMIA / FÍSICA	Atualizada em 2012
1471-2091	BMC Biochemistry (Online)	C	ASTRONOMIA / FÍSICA	Atualizada em 2012
1472-6807	BMC Structural Biology (Online)	C	ASTRONOMIA / FÍSICA	Atualizada em 2012
0101-3440	Boletim - Sociedade Astrônomica Brasileira	C	ASTRONOMIA / FÍSICA	Atualizada em 2012
1413-4853	Boletim de Ciências Geodésicas (Impresso)	C	ASTRONOMIA / FÍSICA	Atualizada em 2012
1981-8122	Boletim do Museu Paraense Emílio Goeldi. Ciências Humanas	C	ASTRONOMIA / FÍSICA	Atualizada em 2012
1518-9082	Boletim Técnico da Faculdade de Tecnologia de São Paulo	C	ASTRONOMIA / FÍSICA	Atualizada em 2012
1676-6385	Boletim Técnico da Petrobras (Online)	C	ASTRONOMIA / FÍSICA	Atualizada em 2012
0103-6440	Brazilian Dental Journal (Impresso)	C	ASTRONOMIA / FÍSICA	Atualizada em 2012
1415-7004	Brazilian Journal of Materials Science and Engineering	C	ASTRONOMIA / FÍSICA	Atualizada em 2012
0100-879X	Brazilian Journal of Medical and Biological Research (Impresso)	C	ASTRONOMIA / FÍSICA	Atualizada em 2012
0103-0752	Brazilian Journal of Probability and Statistics	C	ASTRONOMIA / FÍSICA	Atualizada em 2012
1806-8324	Brazilian Oral Research (Impresso)	C	ASTRONOMIA / FÍSICA	Atualizada em 2012
1310-0157	Bulgarian Journal of Physics	C	ASTRONOMIA / FÍSICA	Atualizada em 2012
0002-7537	Bulletin - American Astronomical Society	C	ASTRONOMIA / FÍSICA	Atualizada em 2012
0007-4861	Bulletin of Environmental Contamination and Toxicology	C	ASTRONOMIA / FÍSICA	Atualizada em 2012
0092-8240	Bulletin of Mathematical Biology (Print)	C	ASTRONOMIA / FÍSICA	Atualizada em 2012
0239-7528	Bulletin of the Polish Academy of Sciences. Technical Sciences	C	ASTRONOMIA / FÍSICA	Atualizada em 2012
1677-2334	Caderno Brasileiro de Ensino de Física	C	ASTRONOMIA / FÍSICA	Atualizada em 2012
0102-311X	Cadernos de Saúde Pública (ENSP. Impresso)	C	ASTRONOMIA / FÍSICA	Atualizada em 2012
0104-8333	Cadernos Pagu (UNICAMP. Impresso)	C	ASTRONOMIA / FÍSICA	Atualizada em 2012
0364-5916	Calphad (New York)	C	ASTRONOMIA / FÍSICA	Atualizada em 2012
1208-6045	Canadian Journal of Physics (Online)	C	ASTRONOMIA / FÍSICA	Atualizada em 2012
1940-6215	Cancer Prevention Research (Philadelphia, Online)	C	ASTRONOMIA / FÍSICA	Atualizada em 2012
1065-6995	Cell Biology International (Print)	C	ASTRONOMIA / FÍSICA	Atualizada em 2012
1165-158X	Cellular and Molecular Biology (Online)	C	ASTRONOMIA / FÍSICA	Atualizada em 2012
2152-4971	Cellular Reprogramming	C	ASTRONOMIA / FÍSICA	Atualizada em 2012
1644-3608	Central European Journal of Physics	C	ASTRONOMIA / FÍSICA	Atualizada em 2012
0366-6913	Cerâmica (São Paulo. Impresso)	C	ASTRONOMIA / FÍSICA	Atualizada em 2012
1413-4608	Cerâmica Industrial (Impresso)	C	ASTRONOMIA / FÍSICA	Atualizada em 2012
1089-7682	Chaos (Woodbury, N.Y. Online)	C	ASTRONOMIA / FÍSICA	Atualizada em 2012
1364-548X	Chemical Communications (London. 1996. Online)	C	ASTRONOMIA / FÍSICA	Atualizada em 2012
1974-9791	Chemical Engineering Transactions	C	ASTRONOMIA / FÍSICA	Atualizada em 2012
1671-7694	Chinese Optics Letters	C	ASTRONOMIA / FÍSICA	Atualizada em 2012
1674-1056	Chinese Physics B	C	ASTRONOMIA / FÍSICA	Atualizada em 2012
0009-6725	Ciência e Cultura	C	ASTRONOMIA / FÍSICA	Atualizada em 2012
1516-7313	Ciência e Educação (UNESP. Impresso)	C	ASTRONOMIA / FÍSICA	Atualizada em 2012
0101-8515	Ciência Hoje	C	ASTRONOMIA / FÍSICA	Atualizada em 2012
0103-8478	Ciência Rural (UFSM. Impresso)	C	ASTRONOMIA / FÍSICA	Atualizada em 2012
1432-6981	Clinical Oral Investigations (Print)	C	ASTRONOMIA / FÍSICA	Atualizada em 2012
1807-5932	Clinics (USP. Impresso)	C	ASTRONOMIA / FÍSICA	Atualizada em 2012
1021-2043	Communications in Asteroseismology	C	ASTRONOMIA / FÍSICA	Atualizada em 2012
1074-133X	Communications on Applied Nonlinear Analysis	C	ASTRONOMIA / FÍSICA	Atualizada em 2012
1320-0682	Complexity International	C	ASTRONOMIA / FÍSICA	Atualizada em 2012
1546-2226	Computers, Materials & Continua (Online)	C	ASTRONOMIA / FÍSICA	Atualizada em 2012
1212-1800	Czech Journal of Food Sciences	C	ASTRONOMIA / FÍSICA	Atualizada em 2012
1662-9507	Defect and Diffusion Forum	C	ASTRONOMIA / FÍSICA	Atualizada em 2012
1662-9515	Defect and Diffusion Forum (CD-ROM)	C	ASTRONOMIA / FÍSICA	Atualizada em 2012
1012-0386	Diffusion and Defect Data, Solid State Data. Part A, Defect and Diffusion Forum	C	ASTRONOMIA / FÍSICA	Atualizada em 2012
1012-0394	Diffusion and Defect Data, Solid State Data. Part B, Solid State Phenomena	C	ASTRONOMIA / FÍSICA	Atualizada em 2012
1872-3128	Drug Metabolism Letters	C	ASTRONOMIA / FÍSICA	Atualizada em 2012
1348-0391	E-Journal of Surface Science and Nanotechnology	C	ASTRONOMIA / FÍSICA	Atualizada em 2012
1633-4760	EAS Publications Series	C	ASTRONOMIA / FÍSICA	Atualizada em 2012
1476-945X	Ecological Complexity (Print)	C	ASTRONOMIA / FÍSICA	Atualizada em 2012
0165-1765	Economics Letters	C	ASTRONOMIA / FÍSICA	Atualizada em 2012
1938-5862	ECS Transactions	C	ASTRONOMIA / FÍSICA	Atualizada em 2012
1938-6737	ECS Transactions (Online)	C	ASTRONOMIA / FÍSICA	Atualizada em 2012
1679-4508	Einstein (São Paulo)	C	ASTRONOMIA / FÍSICA	Atualizada em 2012
1072-6691	Electronic Journal of Differential Equations	C	ASTRONOMIA / FÍSICA	Atualizada em 2012
1729-5254	Electronic Journal of Theoretical Physics	C	ASTRONOMIA / FÍSICA	Atualizada em 2012
0922-3444	Elsevier (Amsterdam)	C	ASTRONOMIA / FÍSICA	Atualizada em 2012
1413-4152	Engenharia Sanitária e Ambiental	C	ASTRONOMIA / FÍSICA	Atualizada em 2012
1350-6307	Engineering Failure Analysis	C	ASTRONOMIA / FÍSICA	Atualizada em 2012
0212-4521	Enseñanza de las Ciencias	C	ASTRONOMIA / FÍSICA	Atualizada em 2012
1679-4974	Epidemiologia e Serviços de Saúde	C	ASTRONOMIA / FÍSICA	Atualizada em 2012
1528-1167	Epilepsia (Copenhagen. Online)	C	ASTRONOMIA / FÍSICA	Atualizada em 2012
1413-5736	Episteme (Porto Alegre)	C	ASTRONOMIA / FÍSICA	Atualizada em 2012
2100-014X	EPJ Web of Conferences	C	ASTRONOMIA / FÍSICA	Atualizada em 2012
1937-5719	Eplasty (Springfield)	C	ASTRONOMIA / FÍSICA	Atualizada em 2012
1807-8575	Espaço Energia	C	ASTRONOMIA / FÍSICA	Atualizada em 2012
0103-4014	Estudos Avançados (USP. Impresso)	C	ASTRONOMIA / FÍSICA	Atualizada em 2012
0531-7479	Europhysics News (Print)	C	ASTRONOMIA / FÍSICA	Atualizada em 2012
1678-5428	Exacta (São Paulo. Impresso)	C	ASTRONOMIA / FÍSICA	Atualizada em 2012
0014-4894	Experimental Parasitology	C	ASTRONOMIA / FÍSICA	Atualizada em 2012
1746-0441	Expert Opinion on Drug Discovery (Print)	C	ASTRONOMIA / FÍSICA	Atualizada em 2012
1983-053X	Filosofia e História da Biologia	C	ASTRONOMIA / FÍSICA	Atualizada em 2012
0265-203X	Food Additives and Contaminants (Cessou em 2008. Foi desdobrado em dois: Food Additives & Contaminants. Part B, Surveillance e Food Additives & Contaminants. Part A, Chemistry, Analysis, Control, Exposure & Risk Assessment)	C	ASTRONOMIA / FÍSICA	Atualizada em 2012
1557-1858	Food Biophysics	C	ASTRONOMIA / FÍSICA	Atualizada em 2012
1344-6606	Food Science and Technology Research	C	ASTRONOMIA / FÍSICA	Atualizada em 2012
1662-5110	Frontiers in Neural Circuits	C	ASTRONOMIA / FÍSICA	Atualizada em 2012
1662-5196	Frontiers in Neuroinformatics	C	ASTRONOMIA / FÍSICA	Atualizada em 2012
0104-351X	FUMDHAMentos	C	ASTRONOMIA / FÍSICA	Atualizada em 2012
0966-6362	Gait & Posture	C	ASTRONOMIA / FÍSICA	Atualizada em 2012
0254-3052	Gaoneng Wuli yu he Wuli / Physica Energiae Fortis et Physica Nuclearis	C	ASTRONOMIA / FÍSICA	Atualizada em 2012
0016-545X	Gazeta Medica da Bahia	C	ASTRONOMIA / FÍSICA	Atualizada em 2012
0016-7169	Geofísica Internacional	C	ASTRONOMIA / FÍSICA	Atualizada em 2012
1029-0419	Geophysical and Astrophysical Fluid Dynamics (Online)	C	ASTRONOMIA / FÍSICA	Atualizada em 2012
1434-7636	Granular Matter (Internet)	C	ASTRONOMIA / FÍSICA	Atualizada em 2012
0017-3495	Grasas y Aceites (Sevilla)	C	ASTRONOMIA / FÍSICA	Atualizada em 2012
1679-656X	História Viva (São Paulo)	C	ASTRONOMIA / FÍSICA	Atualizada em 2012
1808-3064	Horizonte Científico (Uberlândia)	C	ASTRONOMIA / FÍSICA	Atualizada em 2012
0167-9457	Human Movement Science (Print)	C	ASTRONOMIA / FÍSICA	Atualizada em 2012
1554-8600	Human Vaccines	C	ASTRONOMIA / FÍSICA	Atualizada em 2012
1090-2643	Icarus (Online)	C	ASTRONOMIA / FÍSICA	Atualizada em 2012
1095-7863	IEEE Nuclear Science Symposium Conference Record	C	ASTRONOMIA / FÍSICA	Atualizada em 2012
1826-9877	Il Nuovo Cimento della Società Italiana di Fisica. B (Online)	C	ASTRONOMIA / FÍSICA	Atualizada em 2012
1826-9885	Il Nuovo Cimento della Società Italiana di Fisica. C. Geophysics and Space Physics (Online)	C	ASTRONOMIA / FÍSICA	Atualizada em 2012
1678-6661	Implant News	C	ASTRONOMIA / FÍSICA	Atualizada em 2012
0374-0676	Information Bulletin on Variable Stars	C	ASTRONOMIA / FÍSICA	Atualizada em 2012
1815-5944	Ingenieria Mecanica (Online)	C	ASTRONOMIA / FÍSICA	Atualizada em 2012
1809-2837	Innovations Implant Journal	C	ASTRONOMIA / FÍSICA	Atualizada em 2012
1137-3601	Inteligencia Artificial	C	ASTRONOMIA / FÍSICA	Atualizada em 2012
0236-8722	International Agrophysics	C	ASTRONOMIA / FÍSICA	Atualizada em 2012
0081-0304	International Astronomical Union. Central Bureau for Astronomical Telegrams. Circular	C	ASTRONOMIA / FÍSICA	Atualizada em 2012
0735-1933	International Communications in Heat and Mass Transfer	C	ASTRONOMIA / FÍSICA	Atualizada em 2012
1098-7576	International Joint Conference on Neural Networks. Proceedings	C	ASTRONOMIA / FÍSICA	Atualizada em 2012
1542-6580	International Journal of Chemical Reactor Engineering	C	ASTRONOMIA / FÍSICA	Atualizada em 2012
0957-4352	International Journal of Environment and Pollution	C	ASTRONOMIA / FÍSICA	Atualizada em 2012
1751-6528	International Journal of High Performance Systems Architecture (Print)	C	ASTRONOMIA / FÍSICA	Atualizada em 2012
0899-9457	International Journal of Imaging Systems and Technology (Print)	C	ASTRONOMIA / FÍSICA	Atualizada em 2012
1477-6545	International Journal of Low Radiation	C	ASTRONOMIA / FÍSICA	Atualizada em 2012
	International Journal of Low-Carbon Technologies	C	ASTRONOMIA / FÍSICA	
0020-739X	International Journal of Mathematical Education in Science and Technology	C	ASTRONOMIA / FÍSICA	Atualizada em 2012
1178-2013	International Journal of Nanomedicine (Online)	C	ASTRONOMIA / FÍSICA	Atualizada em 2012
1749-3897	International Journal of Nonlinear Science	C	ASTRONOMIA / FÍSICA	Atualizada em 2012
1741-6361	International Journal of Nuclear Energy, Science and Technology (Print)	C	ASTRONOMIA / FÍSICA	Atualizada em 2012
0960-7439	International Journal of Paediatric dentistry (Print)	C	ASTRONOMIA / FÍSICA	Atualizada em 2012
1311-8080	International Journal of Pure and Applied Mathematics	C	ASTRONOMIA / FÍSICA	Atualizada em 2012
0955-3002	International Journal of Radiation Biology (Print)	C	ASTRONOMIA / FÍSICA	Atualizada em 2012
1646-8945	International Journal on Hands-On Science	C	ASTRONOMIA / FÍSICA	Atualizada em 2012
1518-9384	Investigações em Ensino de Ciências (UFRGS. Impresso)	C	ASTRONOMIA / FÍSICA	Atualizada em 2012
1807-1953	JICS. Journal of Integrated Circuits and Systems (Ed. Português)	C	ASTRONOMIA / FÍSICA	Atualizada em 2012
1981-7819	Jornal Brasileiro de Laser	C	ASTRONOMIA / FÍSICA	Atualizada em 2012
0021-7557	Jornal de Pediatria (Impresso)	C	ASTRONOMIA / FÍSICA	Atualizada em 2012
1984-9648	Journal of Aerospace Technology and Management (Impresso)	C	ASTRONOMIA / FÍSICA	Atualizada em 2012
2175-9146	Journal of Aerospace Technology and Management (Online)	C	ASTRONOMIA / FÍSICA	Atualizada em 2012
0021-8944	Journal of Applied Mechanics and Technical Physics	C	ASTRONOMIA / FÍSICA	Atualizada em 2012
1097-4628	Journal of Applied Polymer Science (Online)	C	ASTRONOMIA / FÍSICA	Atualizada em 2012
0148-0731	Journal of Biomechanical Engineering	C	ASTRONOMIA / FÍSICA	Atualizada em 2012
1983-8409	Journal of Computational Interdisciplinary Sciences	C	ASTRONOMIA / FÍSICA	Atualizada em 2012
0887-3801	Journal of Computing in Civil Engineering	C	ASTRONOMIA / FÍSICA	Atualizada em 2012
1475-6374	Journal of Enzyme Inhibition and Medicinal Chemistry (Online)	C	ASTRONOMIA / FÍSICA	Atualizada em 2012
1676-2649	Journal of Epilepsy and Clinical Neurophysiology (Impresso)	C	ASTRONOMIA / FÍSICA	Atualizada em 2012
0149-6085	Journal of Food Safety	C	ASTRONOMIA / FÍSICA	Atualizada em 2012
0022-1236	Journal of Functional Analysis	C	ASTRONOMIA / FÍSICA	Atualizada em 2012
1096-620X	Journal of Medicinal Food	C	ASTRONOMIA / FÍSICA	Atualizada em 2012
1932-5150	Journal of Micro/Nanolithography, MEMS, and MOEMS	C	ASTRONOMIA / FÍSICA	Atualizada em 2012
1551-4897	Journal of Microelectronics and Electronic Packaging	C	ASTRONOMIA / FÍSICA	Atualizada em 2012
0022-2720	Journal of Microscopy (Print)	C	ASTRONOMIA / FÍSICA	Atualizada em 2012
1516-7399	Journal of Microwaves and Optoelectronics	C	ASTRONOMIA / FÍSICA	Atualizada em 2012
2179-1074	Journal of Microwaves, Optoelectronics and Electromagnetic Applications	C	ASTRONOMIA / FÍSICA	Atualizada em 2012
1661-9897	Journal of Nano Research (Online)	C	ASTRONOMIA / FÍSICA	Atualizada em 2012
1934-2608	Journal of Nanophotonics	C	ASTRONOMIA / FÍSICA	Atualizada em 2012
1687-420X	Journal of Nuclear and Radiation Physics (Print)	C	ASTRONOMIA / FÍSICA	Atualizada em 2012
0091-4916	Journal of Nuclear Medicine Technology	C	ASTRONOMIA / FÍSICA	Atualizada em 2012
0278-2391	Journal of Oral and Maxillofacial Surgery (Print)	C	ASTRONOMIA / FÍSICA	Atualizada em 2012
1473-7809	Journal of Oral Laser Applications	C	ASTRONOMIA / FÍSICA	Atualizada em 2012
1089-5647	Journal of Physical Chemistry B, The	C	ASTRONOMIA / FÍSICA	Atualizada em 2012
2090-0899	Journal of Physical Mathematics	C	ASTRONOMIA / FÍSICA	Atualizada em 2012
1361-6447	Journal of Physics. A, Mathematical and General (Online)	C	ASTRONOMIA / FÍSICA	Atualizada em 2012
1361-648X	Journal of Physics. Condensed Matter (Online)	C	ASTRONOMIA / FÍSICA	Atualizada em 2012
1742-6596	Journal of Physics. Conference Series (Online)	C	ASTRONOMIA / FÍSICA	Atualizada em 2012
1742-6588	Journal of Physics. Conference Series (Print)	C	ASTRONOMIA / FÍSICA	Atualizada em 2012
1059-941X	Journal of Prosthodontics (Print)	C	ASTRONOMIA / FÍSICA	Atualizada em 2012
0731-6844	Journal of Reinforced Plastics and Composites (Print)	C	ASTRONOMIA / FÍSICA	Atualizada em 2012
1941-7012	Journal of Renewable and Sustainable Energy	C	ASTRONOMIA / FÍSICA	Atualizada em 2012
0895-9811	Journal of South American Earth Sciences	C	ASTRONOMIA / FÍSICA	Atualizada em 2012
1741-5993	Journal of Sulfur Chemistry (Print)	C	ASTRONOMIA / FÍSICA	Atualizada em 2012
0896-1107	Journal of Superconductivity	C	ASTRONOMIA / FÍSICA	Atualizada em 2012
1557-1947	Journal of Superconductivity and Novel Magnetism (Online)	C	ASTRONOMIA / FÍSICA	Atualizada em 2012
1678-4790	Journal of the Brazilian Chemical Society (Online)	C	ASTRONOMIA / FÍSICA	Atualizada em 2012
1678-5878	Journal of the Brazilian Society of Mechanical Sciences and Engineering (Impresso)	C	ASTRONOMIA / FÍSICA	Atualizada em 2012
1882-0743	Journal of the Ceramic Society of Japan (Print)	C	ASTRONOMIA / FÍSICA	Atualizada em 2012
0374-4884	Journal of the Korean Physical Society (Print)	C	ASTRONOMIA / FÍSICA	Atualizada em 2012
1429-2955	Journal of Theoretical and Applied Mechanics (Warsaw)	C	ASTRONOMIA / FÍSICA	Atualizada em 2012
0377-0273	Journal of Volcanology and Geothermal Research	C	ASTRONOMIA / FÍSICA	Atualizada em 2012
0933-4173	JPC. Journal of Planar Chromatography, Modern TLC	C	ASTRONOMIA / FÍSICA	Atualizada em 2012
1013-9826	Key Engineering Materials	C	ASTRONOMIA / FÍSICA	Atualizada em 2012
1937-5093	Kinetic & Related Models	C	ASTRONOMIA / FÍSICA	Atualizada em 2012
1870-9095	Latin - American Journal of Physics Education	C	ASTRONOMIA / FÍSICA	Atualizada em 2012
0327-0793	Latin American Applied Research	C	ASTRONOMIA / FÍSICA	Atualizada em 2012
1679-7817	Latin American Journal of Solids and Structures (Impresso)	C	ASTRONOMIA / FÍSICA	Atualizada em 2012
1676-2789	Learning and Nonlinear Models	C	ASTRONOMIA / FÍSICA	Atualizada em 2012
0302-9743	Lecture Notes in Computer Science	C	ASTRONOMIA / FÍSICA	Atualizada em 2012
0075-8450	Lecture Notes in Physics	C	ASTRONOMIA / FÍSICA	Atualizada em 2012
0102-5333	Magistra	C	ASTRONOMIA / FÍSICA	Atualizada em 2012
0024-998X	Magnetohydrodynamics	C	ASTRONOMIA / FÍSICA	Atualizada em 2012
1024-2953	Markov Processes and Related Fields	C	ASTRONOMIA / FÍSICA	Atualizada em 2012
1517-7076	Matéria (UFRJ)	C	ASTRONOMIA / FÍSICA	Atualizada em 2012
0264-1275	Materials & Design	C	ASTRONOMIA / FÍSICA	Atualizada em 2012
0272-9172	Materials Research Society Symposia Proceedings	C	ASTRONOMIA / FÍSICA	Atualizada em 2012
0255-5476	Materials Science Forum	C	ASTRONOMIA / FÍSICA	Atualizada em 2012
1662-9752	Materials Science Forum (Online)	C	ASTRONOMIA / FÍSICA	Atualizada em 2012
1935-2441	Materials Science Research Journal	C	ASTRONOMIA / FÍSICA	Atualizada em 2012
1874-8961	Mathematical Geosciences (Print)	C	ASTRONOMIA / FÍSICA	Atualizada em 2012
1563-5147	Mathematical Problems in Engineering (Online)	C	ASTRONOMIA / FÍSICA	Atualizada em 2012
0888-3270	Mechanical Systems and Signal Processing	C	ASTRONOMIA / FÍSICA	Atualizada em 2012
1573-4064	Medicinal Chemistry (Hilversum)	C	ASTRONOMIA / FÍSICA	Atualizada em 2012
1054-2523	Medicinal Chemistry Research (Print)	C	ASTRONOMIA / FÍSICA	Atualizada em 2012
1824-016X	Memorie della Societa Astronomica Italiana (Online)	C	ASTRONOMIA / FÍSICA	Atualizada em 2012
0037-8720	Memorie Della Societá Astronomica Italiana (Testo Stampato)	C	ASTRONOMIA / FÍSICA	Atualizada em 2012
1809-4791	Mens Agitat	C	ASTRONOMIA / FÍSICA	Atualizada em 2012
0104-0898	Metalurgia & Materiais	C	ASTRONOMIA / FÍSICA	Atualizada em 2012
1073-2772	Methods and Applications of Analysis	C	ASTRONOMIA / FÍSICA	Atualizada em 2012
1356-5362	Microelectronics International	C	ASTRONOMIA / FÍSICA	Atualizada em 2012
0959-8324	Microelectronics Journal	C	ASTRONOMIA / FÍSICA	Atualizada em 2012
1424-9286	Milan Journal of Mathematics (Printed ed.)	C	ASTRONOMIA / FÍSICA	Atualizada em 2012
0930-0708	Mineralogy and Petrology	C	ASTRONOMIA / FÍSICA	Atualizada em 2012
1058-725X	Molecular Crystals and Liquid Crystals Science and Technology. Section A, Molecular Crystals and Liquid Crystals (Print)	C	ASTRONOMIA / FÍSICA	Atualizada em 2012
0026-9247	Monatshefte fur Chemie	C	ASTRONOMIA / FÍSICA	Atualizada em 2012
1946-4274	MRS Proceedings	C	ASTRONOMIA / FÍSICA	Atualizada em 2012
1573-6105	Multidiscipline Modeling in Materials and Structures (Print)	C	ASTRONOMIA / FÍSICA	Atualizada em 2012
1793-7094	Nano (Online)	C	ASTRONOMIA / FÍSICA	Atualizada em 2012
1556-276X	Nanoscale Research Letters (Online)	C	ASTRONOMIA / FÍSICA	Atualizada em 2012
1361-6528	Nanotechnology (Bristol. Online)	C	ASTRONOMIA / FÍSICA	Atualizada em 2012
1545-0740	Nature and Science (East Lansing, Mich.)	C	ASTRONOMIA / FÍSICA	Atualizada em 2012
1753-4631	Nonlinear Biomedical Physics	C	ASTRONOMIA / FÍSICA	Atualizada em 2012
1607-7946	Nonlinear Processes in Geophysics (Online)	C	ASTRONOMIA / FÍSICA	Atualizada em 2012
0101-9201	Notas Tecnicas	C	ASTRONOMIA / FÍSICA	Atualizada em 2012
1123-2536	Note di Matematica - Università Degli Studi di Lecce	C	ASTRONOMIA / FÍSICA	Atualizada em 2012
0167-5087	Nuclear Instruments and Methods in Physics Research (Print) (Cessou em 1983. Desmembrado em 2: ISSN 0168-9002 Nuclear iInstruments & Methods in Physics Research. Sec. A (Print); ISSN 0168-583X Nuclear Instruments & Methods In Physics... Sec. B (Print))	C	ASTRONOMIA / FÍSICA	Atualizada em 2012
0920-5632	Nuclear Physics. B, Proceedings Supplement (Print)	C	ASTRONOMIA / FÍSICA	Atualizada em 2012
0361-7734	Operative Dentistry	C	ASTRONOMIA / FÍSICA	Atualizada em 2012
1079-2104	Oral Surgery, Oral Medicine, Oral Pathology, Oral Radiology and Endodontics	C	ASTRONOMIA / FÍSICA	Atualizada em 2012
0169-6149	Origins of Life and Evolution of the Biosphere	C	ASTRONOMIA / FÍSICA	Atualizada em 2012
0932-0113	Parasitology Research (1987. Print)	C	ASTRONOMIA / FÍSICA	Atualizada em 2012
0272-6351	Particulate Science and Technology	C	ASTRONOMIA / FÍSICA	Atualizada em 2012
0031-5303	Periodica Mathematica Hungarica (Print)	C	ASTRONOMIA / FÍSICA	Atualizada em 2012
1519-8774	Pesquisa FAPESP (Impresso)	C	ASTRONOMIA / FÍSICA	Atualizada em 2012
0100-736X	Pesquisa Veterinária Brasileira (Impresso)	C	ASTRONOMIA / FÍSICA	Atualizada em 2012
1362-3036	Philosophical Magazine Letters (Online)	C	ASTRONOMIA / FÍSICA	Atualizada em 2012
1471-2962	Philosophical Transactions - Royal Society. Mathematical, Physical and Engineering Sciences (Online)	C	ASTRONOMIA / FÍSICA	Atualizada em 2012
0080-4614	Philosophical Transactions of the Royal Society of London, Series A: Mathematical and Physical Sciences	C	ASTRONOMIA / FÍSICA	Atualizada em 2012
0281-1847	Physica Scripta. T	C	ASTRONOMIA / FÍSICA	Atualizada em 2012
1521-3951	Physica Status Solidi. B, Basic Research (Online)	C	ASTRONOMIA / FÍSICA	Atualizada em 2012
1862-6351	Physica Status Solidi. C, Current Topics in Solid State Physics (Print)	C	ASTRONOMIA / FÍSICA	Atualizada em 2012
1862-6270	Physica Status Solidi. Rapid Research Letters (Internet)	C	ASTRONOMIA / FÍSICA	Atualizada em 2012
1679-9569	Physicae (APGF)	C	ASTRONOMIA / FÍSICA	Atualizada em 2012
1114-3800	Physical & Chemical News	C	ASTRONOMIA / FÍSICA	Atualizada em 2012
1478-3975	Physical Biology (Online)	C	ASTRONOMIA / FÍSICA	Atualizada em 2012
1550-2368	Physical Review. D. Particles, Fields, Gravitation, and Cosmology (Online)	C	ASTRONOMIA / FÍSICA	Atualizada em 2012
0031-9120	Physics Education (Bristol. Print)	C	ASTRONOMIA / FÍSICA	Atualizada em 2012
1422-6944	Physics in Perspective (Printed ed.)	C	ASTRONOMIA / FÍSICA	Atualizada em 2012
1547-4771	Physics of Particles and Nuclei Letters (Print)	C	ASTRONOMIA / FÍSICA	Atualizada em 2012
1875-3892	Physics Procedia	C	ASTRONOMIA / FÍSICA	Atualizada em 2012
0959-8472	Physics Review (Deddington)	C	ASTRONOMIA / FÍSICA	Atualizada em 2012
1559-2316	Plant Signaling & Behavior	C	ASTRONOMIA / FÍSICA	Atualizada em 2012
